,GEOID,B19013_001E
6510,360850074003,-
6511,360850075001,"2,500-"
6512,360850075002,108387
6513,360850075003,150110
6514,360850077001,89767
6515,360850081000,-
6516,360850081001,-
6517,360850081002,94091
6518,360850081003,83368
6519,360850096011,113141
6520,360850096012,85625
6521,360850096021,112875
6522,360850096022,77404
6523,360850096023,73906
6524,360850097010,-
6525,360850097011,74479
6526,360850097012,137821
6527,360850097013,106761
6528,360850097020,-
6529,360850097021,-
6530,360850105001,104853
6531,360850105002,116705
6532,360850105003,136477
6533,360850105004,41625
6534,360850105005,67000
6535,360850112010,-
6536,360850112011,73939
6537,360850112012,112019
6538,360850112013,113996
6539,360850112014,-
6540,360850112031,101585
6541,360850112032,75826
6542,360850112033,49013
6543,360850112040,-
6544,360850112041,-
6545,360850112042,-
6546,360850114011,86337
6547,360850114012,50595
6548,360850114021,114350
6549,360850114022,88532
6550,360850114023,90461
6551,360850121001,146188
6552,360850121002,134625
6553,360850121003,188625
6554,360850122001,107813
6555,360850122002,66685
6556,360850122003,184667
6557,360850122004,91000
6558,360850125001,135726
6559,360850125002,83333
6560,360850125003,161250
6561,360850128040,-
6562,360850128041,82535
6563,360850128042,91058
6564,360850128043,-
6565,360850128050,-
6566,360850128051,124036
6567,360850128052,173942
6568,360850128053,-
6569,360850128054,-
6570,360850128060,-
6571,360850128061,120262
6572,360850128062,77411
6573,360850128063,27688
6574,360850128064,-
6575,360850128065,82705
6576,360850132011,123000
6577,360850132012,140987
6578,360850132031,94271
6579,360850132032,127023
6580,360850132033,131228
6581,360850132041,111250
6582,360850132042,103281
6583,360850132043,100483
6584,360850133011,25411
6585,360850133021,-
6586,360850133022,-
6587,360850133023,154338
6588,360850134001,106328
6589,360850134002,63398
6590,360850134003,75536
6591,360850138001,136500
6592,360850138002,-
6593,360850138003,171359
6594,360850138004,135727
6595,360850138005,143650
6596,360850141001,51354
6597,360850141002,88542
6598,360850146041,159167
6599,360850146042,151875
6600,360850146043,97453
6601,360850146044,140725
6602,360850146051,128846
6603,360850146052,131607
6604,360850146061,69853
6605,360850146062,70900
6606,360850146063,129718
6607,360850146064,119688
6608,360850146071,130000
6609,360850146072,114286
6610,360850146081,102467
6611,360850146082,130625
6612,360850147001,119583
6613,360850147002,110568
6614,360850147003,110725
6615,360850151001,109500
6616,360850151002,159464
6617,360850151003,164495
6618,360850151004,126330
6619,360850151005,68016
6620,360850154000,-
6621,360850154001,-
6622,360850156011,119863
6623,360850156012,97773
6624,360850156013,156000
6625,360850156014,144955
6626,360850156015,63661
6627,360850156016,133984
6628,360850156021,143713
6629,360850156022,136220
6630,360850156023,105521
6631,360850156024,140313
6632,360850156030,-
6633,360850156031,68214
6634,360850156032,101558
6635,360850156033,89896
6636,360850169011,166033
6637,360850169012,120917
6638,360850170051,114265
6639,360850170052,113162
6640,360850170071,126103
6641,360850170072,101489
6642,360850170073,82688
6643,360850170091,76337
6644,360850170092,124865
6645,360850170093,92159
6646,360850170111,102781
6647,360850170112,165217
6648,360850170121,90208
6649,360850170122,129861
6650,360850170123,140350
6651,360850170131,91685
6652,360850170132,96125
6653,360850170141,101707
6654,360850170142,94609
6655,360850170151,113463
6656,360850170161,140058
6657,360850170162,111551
6658,360850173001,75625
6659,360850173002,27379
6660,360850176000,-
6661,360850176001,188636
6662,360850176002,149886
6663,360850176003,174167
6664,360850176004,183036
6665,360850177011,-
6666,360850177012,99338
6667,360850177013,189911
6668,360850177014,191398
6669,360850177021,141667
6670,360850177022,111229
6671,360850181001,14929
6672,360850181002,110769
6673,360850181003,212083
6674,360850187011,98550
6675,360850187012,138125
6676,360850187031,88333
6677,360850187032,103330
6678,360850187041,118764
6679,360850187042,-
6680,360850189011,144032
6681,360850189012,133038
6682,360850189013,158092
6683,360850189021,113438
6684,360850189022,108611
6685,360850189023,80096
6686,360850197001,113939
6687,360850197002,93875
6688,360850198000,-
6689,360850198001,139205
6690,360850198002,199000
6691,360850198003,67083
6692,360850198004,132284
6693,360850201001,86439
6694,360850201002,146528
6695,360850201003,198632
6696,360850207010,-
6697,360850207011,-
6698,360850207012,88175
6699,360850207013,-
6700,360850207020,-
6701,360850207021,42883
6702,360850207022,-
6703,360850207023,-
6704,360850208031,119076
6705,360850208032,213218
6706,360850208033,-
6707,360850208034,79179
6708,360850208041,89000
6709,360850208042,86143
6710,360850208043,112500
6711,360850208051,114651
6712,360850208052,115174
6713,360850208053,127742
6714,360850208061,77500
6715,360850208062,125104
6716,360850213001,89826
6717,360850213002,68898
6718,360850213003,79485
6719,360850213004,-
6720,360850213005,-
6721,360850223000,-
6722,360850223001,59296
6723,360850223002,53500
6724,360850223003,-
6725,360850226011,92579
6726,360850226012,185677
6727,360850226013,149458
6728,360850226014,172969
6729,360850226020,-
6730,360850226021,-
6731,360850226022,-
6732,360850226023,-
6733,360850228010,-
6734,360850228011,-
6735,360850228012,-
6736,360850228021,-
6737,360850231001,79821
6738,360850231002,81435
6739,360850231003,111058
6740,360850239001,102083
6741,360850239002,61053
6742,360850244010,-
6743,360850244011,140099
6744,360850244012,122717
6745,360850244013,126530
6746,360850244020,-
6747,360850244021,123500
6748,360850244022,135594
6749,360850247001,59271
6750,360850247002,119495
6751,360850248000,-
6752,360850248001,-
6753,360850248002,165333
6754,360850248003,122473
6755,360850251001,74043
6756,360850251002,123106
6757,360850251003,166176
6758,360850273011,-
6759,360850273012,-
6760,360850273013,117750
6761,360850273014,49536
6762,360850273015,113157
6763,360850273021,90918
6764,360850273022,105927
6765,360850277021,85399
6766,360850277022,71372
6767,360850277023,-
6768,360850277024,103750
6769,360850277041,80978
6770,360850277042,105385
6771,360850277051,90362
6772,360850277052,124286
6773,360850277053,98929
6774,360850277061,-
6775,360850277062,126458
6776,360850277063,89472
6777,360850279001,151528
6778,360850279002,111250
6779,360850279003,-
6780,360850279004,-
6781,360850291020,-
6782,360850291021,-
6783,360850291022,108583
6784,360850291041,140302
6785,360850291042,-
6786,360850291043,70994
6787,360850291044,136607
6788,360850291051,87809
6789,360850291052,193032
6790,360850291053,127685
6791,360850291061,152019
6792,360850291062,109364
6793,360850303011,104063
6794,360850303012,138961
6795,360850303021,132760
6796,360850303022,98889
6797,360850303023,83140
6798,360850303024,-
6799,360850319011,22537
6800,360850319012,93547
6801,360850319020,-
6802,360850319021,17052
6803,360850319022,160500
6804,360850319023,125217
6805,360850323000,-
6806,360850323001,88558
6807,360859901000,-
